sin_time,cos_time,request
0.0,1.0,8
0.005733159863462418,0.9999835653039404,2
0.021818448818445187,0.9997619493115133,1
0.02389008975777748,0.9997145910765559,5
0.0246208686313345,0.9996968604671311,3
0.03584316863804951,0.9993574271810783,1
0.036097057399530647,0.9993482888598424,4
0.078817134862798,0.9968890907478221,1
0.08172061421479776,0.9966552770202726,1
0.08418450098023907,0.9964501843016078,1
0.09322595622473177,0.9956449774322093,1
0.09740577179680157,0.9952447516167414,1
0.10888660632355449,0.9940541770765511,1
0.11307288672385869,0.9935866959092867,4
0.12044460212481801,0.9927200500740349,2
0.12313855301047309,0.9923894884381268,1
0.13398303636540512,0.9909836254783964,2
0.13455702211696932,0.9909058521368281,1
0.1368127102206108,0.9905969323201497,9
0.17258317211008475,0.9849949485679715,1
0.19232462786828913,0.9813313596921909,1
0.19354848255980622,0.9810907118604255,1
0.20725298534588518,0.9782873811233682,1
0.20879624801822333,0.9779591641850454,6
0.2092110438718664,0.9778705124514411,2
0.21275898748070288,0.9771047094586056,1
0.21717957453503425,0.9761316675555514,2
0.22585102904611515,0.9741618513772805,9
0.22826044590434127,0.9736001072491474,7
0.2458048276090022,0.9693193419735875,2
0.2720893547830312,0.9622719901429916,9
0.30152451444158546,0.9534584244689257,1
0.3025857019554464,0.953122181554983,1
0.3031155665282056,0.9529538044041196,1
0.3087436070546327,0.951145301782485,1
0.3288199926567813,0.9443926156155575,1
0.33254709028059415,0.9430866517695552,1
0.3413640181018512,0.9399311714936147,1
0.35950830787248955,0.9331418844798787,3
0.40723822093787215,0.9133219757606607,1
0.4096323036355503,0.9122507198233566,1
0.42779323693750865,0.9038766212434796,3
0.4408334983576298,0.8975888962803482,1
0.45635194112671695,0.8897993626823282,1
0.4609813418547613,0.8874098277919755,2
0.4815463953725163,0.8764206005701465,1
0.4856536606344976,0.8741513152265529,1
0.48632331654073485,0.8737789375973881,3
0.49032762599268814,0.8715381914686094,6
0.5006036722042984,0.8656765928310476,1
0.5070244540477211,0.861931669564131,3
0.5194759351496585,0.8544850805019288,2
0.5335605478440971,0.8457618706138903,1
0.5478732985526038,0.8365613239524581,1
0.5549720039623348,0.8318690250382149,1
0.5552179463857667,0.8317048947861085,1
0.5555228900675719,0.83150124390224,1
0.5651445482217973,0.8249919027573426,6
0.5718388271430855,0.8203659889169104,1
0.5745252611689848,0.8184868504006095,1
0.5876241383970424,0.8091340259642611,6
0.5883617810891089,0.808597807660676,1
0.5915062293364424,0.8063004282872384,4
0.6155771250410796,0.7880766480020576,5
0.6244679516875731,0.7810504319921517,1
0.6386820675695603,0.7694707379524395,4
0.6577252472028968,0.7532579234179275,4
0.6642051376941792,0.7475503562039526,1
0.6828077571487223,0.7305980884025987,1
0.6837477552291379,0.729718443798096,4
0.6882216878374752,0.725500453749091,1
0.7038183910659227,0.7103799493210489,2
0.7038726739648196,0.7103261637062335,1
0.7080639000868917,0.7061483650011096,1
0.7090491356194466,0.7051590765758571,1
0.7307671604523559,0.6826268066845901,1
0.7361529341232615,0.6768152314935835,1
0.7449696806680023,0.6670983247508682,8
0.770034889429587,0.6380017782586218,1
0.771999845872467,0.6356227166904022,1
0.7744120831660869,0.632681535566166,8
0.7746644255810056,0.6323725387295456,2
0.7809378550953281,0.6246087307099607,1
0.7812869706250093,0.624171987141041,1
0.7968074969761042,0.6042332436755492,1
0.7977986207604167,0.6029240090697805,1
0.8238287336854261,0.566838793268657,2
0.8254477363258403,0.5644785510491483,1
0.8337076655563341,0.5522060560991772,1
0.8410162935616197,0.5410097910055561,2
0.8465012514071496,0.5323867310199698,1
0.8506331472336317,0.52575968733577,4
0.8511376422752105,0.5249425815288713,1
0.8531909524273793,0.5215986950674449,2
0.8534108371739264,0.5212388540718141,1
0.8593299828025858,0.5114215293243995,1
0.8630089323207545,0.5051886605364291,2
0.864311059828926,0.5029576441981957,3
0.8652778238830282,0.5012926166384772,1
0.8677286177526318,0.4970382741128766,1
