sin_time,cos_time,request
0.0,1.0,28
0.005733159863462418,0.9999835653039404,13
0.021818448818445187,0.9997619493115133,2
0.02389008975777748,0.9997145910765559,24
0.0246208686313345,0.9996968604671311,17
0.03584316863804951,0.9993574271810783,29
0.036097057399530647,0.9993482888598424,3
0.05789278775513166,0.9983228060732356,3
0.06033878967666796,0.9981779553067454,11
0.06475910252071793,0.9979009262650833,24
0.07164717098520175,0.997430039095383,13
0.07583734548702765,0.9971202018961812,5
0.07766550991271573,0.996979472491785,9
0.08321592171657151,0.99653154007932,3
0.10190123963710516,0.9947945201700807,13
0.11065619369902444,0.9938587458970435,13
0.11123244171150323,0.9937944173272947,1
0.11349710797023256,0.9935383266298252,29
0.14942706889043222,0.9887727499697866,9
0.16927588479613304,0.9855687062942321,1
0.17362602162595828,0.9848116594630377,8
0.18740290610214796,0.9822831316807132,10
0.18895472618535744,0.9819858000257522,26
0.1893718354738165,0.9819054475504644,15
0.19293972825781022,0.9812106100424121,10
0.19738566385894105,0.9803259150420156,3
0.2067862808746253,0.978386137494824,20
0.24801663736912186,0.9687557729315028,10
0.28069742022717475,0.9597963108273593,13
0.30662082990180023,0.9518317428360599,1
0.33560953686395223,0.942001188303902,1
0.3380668401804323,0.9411221023705787,7
0.3424927542265103,0.9395204698687194,22
0.34604541828841345,0.938217761759815,4
0.35098655260210276,0.9363804995259627,2
0.3597185108229517,0.9330608731327865,1
0.3776812854039304,0.9259356601058385,1
0.4248912630665526,0.9052443949396812,3
0.4406345074151882,0.8976865994738779,22
0.44069301796238236,0.8976578768769354,18
0.4536122275436026,0.8911991623778216,1
0.4689814728682233,0.883208003873579,2
0.47356511903083504,0.8807588080952191,14
0.49392150331884954,0.8695064971345802,1
0.49798567598858984,0.8671852550119767,5
0.5017401826686835,0.8650183750045984,18
0.5148372137030363,0.8572879582651877,25
0.5248892521629261,0.8511705310710916,2
0.5311672678720546,0.8472669789041333,19
0.543336355092149,0.8395151012549913,20
0.551277732548249,0.8343217973878312,10
0.5577898171449281,0.8299822407072501,1
0.5630912153822679,0.8263947502007261,1
0.5641719359651969,0.8256573300524146,5
0.5737039946897907,0.8190627121759216,19
0.5803347762763627,0.8143780126232928,4
0.6022397168983475,0.7983153032418947,19
0.60701022503031,0.7946940208084193,1
0.6093450937765494,0.792905137258202,2
0.6124097512937922,0.7905405090950594,21
0.6358544639264482,0.7718089794144722,24
0.6445051860114255,0.7645999380096612,3
0.6583263908710394,0.7527325973296968,11
0.6768249119719818,0.7361440338236256,1
0.6901313097365667,0.7236841682124123,5
0.7079585899797285,0.7062539450324611,3
0.7088584914197539,0.7053507206646284,22
0.7131405989030575,0.701021031208186,1
0.7280553602712576,0.6855183384711814,7
0.7333481933748561,0.6798532395111717,2
0.7351931412645171,0.6778576878944517,28
0.7382046321150653,0.6745768459737268,10
0.7410414892305723,0.6714592401917897,22
0.7497687678470513,0.6616999280346904,29
0.75297230416805,0.6580522085335309,4
0.7756648170355638,0.6311450638428422,5
0.7802480908405761,0.6254701565539607,1
0.7824623334755156,0.6226979176872611,10
0.7886143960570363,0.6148880665060885,4
0.7889566978945179,0.6144488008348444,4
0.80416887868604,0.5944008870727204,9
0.8051398642372459,0.5930849846489364,5
0.8306236004374815,0.5568342970725448,16
0.8322072329465818,0.554464716128442,3
0.8402843246101255,0.5421459709474057,6
0.8474274999886388,0.5309111340544721,14
0.8527858958031737,0.5222606781284407,1
0.8568210381974366,0.5156139141860573,5
0.8660745964823998,0.49991478606643397,1
0.8671083619239087,0.4981195525992085,16
