timestamp,request
0.0,88
0.021899177532253424,3
0.08334694922578671,1
0.09126210352540956,22
0.09405429475183917,6
0.13694015175219953,146
0.13791056337432644,1
0.22125787146363607,1
0.2306172813122677,2
0.2475347727952946,22
0.2739067175116603,3
0.2899557131702886,1
0.2969594470923818,2
0.3182294139778712,1
0.38991085666906655,3
0.4235429087672269,3
0.4257576867277348,1
0.4344632084282519,129
0.5729150554714667,2
0.6497146765410545,1
0.6665807314428142,2
0.7200839608683487,2
0.7261193002863824,40
0.7277418342221459,5
0.7416262212338869,2
0.7589414165047411,1
0.7956057503401871,9
0.9573451989824766,2
1.0867888884330017,3
1.1903802346699577,1
1.307307188053005,1
1.3172759479178258,1
1.3352546062699584,15
1.3497083365053133,1
1.3698445966233246,1
1.4055273213763355,1
1.479341993229093,1
1.676252060949064,1
1.742958147500423,13
1.74320711791282,7
1.7983785335835885,1
1.8645468018638536,1
1.8843977413886546,4
1.9732438774616645,1
1.9911215091385175,1
2.0076797664031547,7
2.06577164967767,29
2.1107192042184297,1
2.13895709255531,8
2.19406994128512,9
2.2303143326932244,2
2.260205750813229,1
2.284656441206456,1
2.2896539204136523,1
2.3339281722707117,8
2.36493949760364,1
2.4686983016610915,8
2.491575687323833,1
2.5028109354443124,1
2.517596557971176,12
2.632225820422829,23
2.6752390765890115,1
2.744823893997426,3
2.839735062299174,1
2.909366937976159,1
3.0046041600927422,1
3.0094743194472464,13
3.0327347343135718,1
3.1149076548875376,2
3.144521618283735,1
3.15490258724178,73
3.1719134345971436,2
3.188014013258038,13
3.238023454548183,155
3.2565672144078577,1
3.391023074340605,1
3.418886398681323,1
3.4324387000989347,2
3.47041416979845,1
3.47254132746873,1
3.568671035114044,2
3.574917662320675,1
3.7441900152771974,5
3.755076421974753,1
3.811343719022653,1
3.862197521589725,4
3.9010656103439114,1
3.9307667535262465,124
4.000375836556346,93
4.027579254017552,164
4.102296045438649,147
4.102930730064463,93
4.1191974510234814,161
4.123027815508039,39
4.142216906017963,129
4.246531072317367,151
4.288628724652937,42
4.317648421248705,144
4.328718038605338,151
4.391704119818561,60
4.421526709198164,129
4.4326163050408365,140
4.436197839758835,160
4.466132119747789,9
4.502743942472688,147
4.51463368495509,160
4.5616474000798375,152
4.643807638462286,161
4.662362065001504,75
4.699055529607239,164
4.7966233080922684,84
4.877087317475821,112
4.907358794663504,164
4.911071886067312,93
4.9488519324178215,110
4.960383343949575,54
4.987819312784369,161
5.008265639476292,142
5.008890909492694,148
5.0223832053912405,161
5.038002440782871,145
5.084561690890139,115
5.097066314518667,22
5.131359932600687,38
5.140801932821452,51
5.270888605600528,27
5.344709192671857,38
5.363426322709365,97
5.377544764304731,61
5.405675275964569,4
5.428207416576837,49
5.429007097939447,158
5.430455249571586,117
5.530401888140918,49
5.599290165053387,37
5.64301002784959,46
5.726175014125472,99
5.832260076735274,116
5.952996846904925,160
5.963531657609547,67
6.020976538706822,116
6.026531098935984,54
6.050849008203297,104
6.086309574685903,114
6.088472625970429,86
6.1167400984466855,127
6.129839130081744,130
6.151340221948275,86
6.162765756469957,137
6.218073829990031,39
6.253289559376749,26
6.2633325832272435,153
6.311265066254359,60
6.338347281673805,57
6.358774279018632,153
6.386886315558299,8
6.393002632184922,144
6.427246962965191,115
6.428713112895345,92
6.44031760876719,32
6.464603835256858,86
6.488760241458686,92
6.49984608456721,125
6.504533742609439,58
6.555303860283638,70
6.556158324582973,101
6.566125056401607,53
6.58646672463051,108
6.595163961778962,101
6.621898244664046,109
6.624333565652158,94
6.630231668041888,55
6.651439494611323,144
6.655485567786595,124
6.756594742885953,147
6.790097867044267,144
6.832239917806711,92
6.840577553513209,90
6.87650197667405,117
6.877174961489154,127
6.879384950995963,129
6.910575938826199,1
6.915536162164582,127
6.930746207176339,118
6.937868513075935,117
6.970404360611632,69
6.996650720444493,76
7.020964145309748,86
7.042333314368989,69
7.042703134255157,76
7.045225467507209,144
7.054738400913381,85
7.057359282222233,33
7.073681047237793,101
7.089538371889747,10
7.102404471396469,100
7.1776378721949925,101
7.178794269195834,147
7.190499671052908,1
7.207908129261193,4
7.2271456112325865,80
7.250812313882323,128
7.27615124575407,84
7.300973318832984,80
7.321906698103935,124
7.333868170552689,101
7.3372100403799365,65
7.361089200665533,74
7.439671774277485,29
7.445197549225817,95
7.446911519834582,74
7.458201104328628,35
7.4591466111711116,90
7.468906607596794,154
7.478029378865849,162
7.5051659353585505,135
7.512294515203427,114
7.515258749145599,162
7.538616592596012,164
7.5878827453367315,164
7.600475955795948,152
7.605011430615017,99
7.643158868874911,96
7.655423009078458,37
7.665008240214647,99
7.67126775597733,23
7.697393172187505,105
7.729468083193153,113
7.7402407539590525,112
7.7561915066601275,141
7.767350582147811,100
7.818310475699945,112
7.818554154364721,76
7.871280374167053,28
7.880993380988074,128
7.947287411771253,111
7.961692854221788,69
7.963589568082037,25
7.971156271044168,111
7.9887244272588465,53
7.993916889241717,57
8.02793052054724,42
8.03052724476353,142
8.109389884441361,133
8.126341346843391,75
8.154650811047755,142
8.157276551098464,74
8.160529293047754,145
8.198741364162299,7
8.200972395502195,137
8.212588477073632,122
8.24860460588539,29
8.251893452454425,137
8.253731568757672,109
8.343177916609832,145
8.352626669295859,45
8.41256313964815,70
8.440784106191991,19
8.46549065974293,91
8.495476250246876,70
8.501158618236449,126
8.50911556732234,141
8.52256520102086,126
8.532839518098802,61
8.53398349863212,1
8.568136383799182,92
8.590555618739252,61
8.654554733816305,113
8.663634685406803,161
8.665304442230418,134
8.670186756487215,160
8.701413211795456,47
8.716979097412857,118
8.759381124695789,160
8.80845476522133,164
8.855783186332976,20
8.870850420421418,47
8.87231081499427,14
8.890788949808089,1
8.897262236451834,118
8.915569855614198,14
8.92452877186975,12
8.949177715964387,13
9.007730705246026,14
9.008814993025629,15
9.017940440550285,16
9.019990586323608,17
9.027414612704439,18
9.030785890373318,19
9.049646530364019,20
9.05852365949834,21
9.063223387849206,22
9.068794928067168,23
9.076839839356047,24
9.082252554228914,25
9.093098179924075,26
9.093687212633215,27
9.099571206663377,28
9.109058686183872,29
9.12556975268242,30
9.131205683043186,31
9.133752279161286,32
9.135163863751215,33
9.185416084334543,34
9.194932268243146,35
9.210274355033008,36
9.25450745442345,37
9.256015222736094,38
9.292539259647564,39
9.306452879752525,40
9.309570538652212,41
9.318735154839443,42
9.344702393960066,43
9.355962673904463,44
9.428399457517775,45
9.436422674548538,46
9.45988922643025,47
9.468318229680385,48
9.49811436152174,49
9.512242439850889,50
9.513341219356011,51
9.513969330720345,52
9.516374923769773,53
9.516605289784444,54
9.517916353025992,55
9.537603023388451,56
9.550350392026198,57
9.573419119579874,58
9.613948492406633,59
9.628448824183295,60
9.649744662525679,61
9.672936902258026,62
9.680687561389288,63
9.685187604854692,64
9.688928261241253,65
9.693646536743035,66
9.698875988115176,67
9.702653576803996,68
9.73688553969487,69
9.759766805010099,70
9.760541006697833,71
9.765583815063659,72
9.765945112118887,73
9.777048319230037,74
9.787444734016857,75
9.816018334996036,76
9.821898087512148,77
9.848966519168195,78
9.903705489914959,79
9.90516621641877,80
9.929926609629756,81
9.943942213954836,82
9.954203767657162,83
9.96275259124596,84
9.9867815673142,85
10.002686748489921,86
10.019647410863312,87
10.043808325017835,88
10.053714380951236,89
10.094250600741352,90
10.103845732876412,91
10.114202342525157,92
10.122469584841982,93
10.123443206929064,94
10.136667096550463,95
10.144742200560136,96
10.150841410574644,97
10.175373149734833,98
10.178957719601426,99
10.186467554808358,100
10.19856996405105,101
10.214651557123148,102
10.220850928497692,103
10.239442207025002,104
10.254162881553928,105
10.25485021145985,106
10.255321012092203,107
10.265045142714555,108
10.269319859087213,109
10.271668436422594,110
10.280341203300054,111
10.28451841022475,112
10.292217251272245,113
10.298369633601094,114
10.307135314950216,115
10.312229332481282,116
10.324138992991045,117
10.326112658134397,118
10.337963479316969,119
10.343227809628631,120
10.363797265184209,121
10.370960562551561,122
10.40670177051175,123
10.415767254244706,124
10.418258492354681,125
10.435209804195296,126
10.43936111648939,127
10.44354843954686,128
10.443865145392529,129
10.451661203589738,130
10.45914491825097,131
10.46344886644684,132
10.485408975834273,133
10.486752900831195,134
10.490658797022471,135
10.494439825937045,136
10.495383044144376,137
10.501773646863949,138
10.51310311454841,139
10.520069905651,140
10.52172842535398,141
10.52632804853477,142
10.526353267560498,143
10.546028780094694,144
10.546883927014658,145
10.555690935475306,146
10.59716457201386,147
10.604571312461855,148
10.62937303125855,149
10.631957772058152,150
10.645647648701827,151
10.652906630459237,152
10.665110044692815,153
10.66572544891176,154
10.667253720300685,155
10.668619147126394,156
10.679725189786284,157
10.697487774680742,158
10.710682668761342,159
10.710977147763503,160
10.730189351106722,161
10.734341372369904,162
10.739146016457207,163
10.740197230802346,164
10.75288371684783,165
10.754790639467128,166
10.762654440764864,167
10.780045187063415,168
10.780928237366085,169
10.78817107832516,170
10.790678776601133,171
10.794643667036356,172
10.800706307608317,173
10.804843842784496,174
10.814710286147704,175
10.820862419260486,176
10.829123768312984,177
10.841681199550676,178
10.849346935740067,179
10.857639349087636,180
10.865437423955301,181
10.869900677170198,182
10.873758556744727,183
10.895297070227075,184
10.904042999877891,185
10.906660764057863,186
10.913102745480595,187
10.91684633485722,188
10.942169894272881,189
10.9422403218538,190
10.944617929626707,191
10.948851257879278,192
10.955078165762648,193
10.972776111828772,194
10.973630558109457,195
10.98885479922332,196
10.989385958435467,197
11.00651923930608,198
11.007010308307075,199
11.00718083456821,200
11.018238816383105,201
11.072819774841724,202
11.09373004802571,203
11.10162395350006,204
11.124552927227983,205
11.124601707701915,206
11.158488130440443,207
11.164667697997558,208
11.176414993005249,209
11.192142699622053,210
11.203722908756408,211
11.210714210624486,212
11.216622325978335,213
11.23325820980462,214
11.23534950956971,215
11.266707301634945,216
11.277993218294272,217
11.280015278619508,218
11.292124166122681,219
11.298976034851623,220
11.310124077330189,221
11.323366334374928,222
11.324194102533955,223
11.330586950611718,224
11.354941915969077,225
11.358439533829037,226
11.366590334008542,227
11.370756701949505,228
11.376231156354887,229
11.383419033478384,230
11.390610605532224,231
11.392645143498356,232
11.403063075276531,233
11.403893045844802,234
11.40524173627565,235
11.405266230778047,236
11.40638589523795,237
11.412168334950941,238
11.420572124763389,239
11.434829755811386,240
11.43584640483041,241
11.452982985757485,242
11.465319478580337,243
11.470044321935303,244
11.494351838647129,245
11.536611010409588,246
11.538668993447923,247
11.542945739200048,248
11.56635114289217,249
11.577808683950364,250
11.578250156233961,251
11.591873385772908,252
11.607628609137796,253
11.620050403229033,254
11.634424238895052,255
11.650012709026013,256
11.65185603569584,257
11.654257623782307,258
11.663231867875677,259
11.684530442951678,260
11.687923369593708,261
11.69584494310493,262
11.706096916673236,263
11.711462342065264,264
11.722622008611646,265
11.74312725002467,266
11.751849034664687,267
11.758765473220858,268
11.763912306050072,269
11.771588658862711,270
11.77550019688163,271
11.779925095439971,272
11.786685599752767,273
11.787299611031205,274
11.789616089091144,275
11.796586986193926,276
11.801616357947587,277
11.805219657465015,278
11.816895213109808,279
11.827428073668218,280
11.829051461425763,281
11.847820739866915,282
11.853907091562704,283
11.865942158009739,284
11.873515312884978,285
11.927522437019649,286
11.939933703239829,287
11.95084664279589,288
11.964249429977356,289
11.965622542598453,290
11.967656783260866,291
11.978786060232819,292
11.984841128280797,293
11.997330225177677,294
11.998295610451052,295
12.005130354951904,296
12.009362687761799,297
12.014790675814263,298
12.023023950210817,299
12.029226174429942,300
12.036126212425255,301
12.042048567909038,302
12.046723263464022,303
12.059861311100462,304
12.059970466885403,305
12.068081983391338,306
12.075493041639502,307
12.086690546010871,308
12.094816423978465,309
12.110407327922585,310
12.138831131338154,311
12.142561741122645,312
12.144856451496768,313
12.149758168281094,314
12.152779543555656,315
12.161271427173624,316
12.182884300124844,317
12.184217725146233,318
12.185163487070144,319
12.187796103750276,320
12.199324388807808,321
12.207327769942475,322
12.208287952574484,323
12.23064257311968,324
12.24455019110745,325
12.244757759229351,326
12.254148330445526,327
12.267296694663603,328
12.271479234798617,329
12.27211600893026,330
12.27283360098213,331
12.273815302596983,332
12.290181746417055,333
12.311731153988509,334
12.312900733575052,335
12.31530244323609,336
12.316917707833191,337
12.318758381523216,338
12.334979933706162,339
12.338585493713104,340
12.341918741075856,341
12.344223445958335,342
12.352587649279178,343
12.356849467504954,344
12.369036011172502,345
12.371093649588955,346
12.384954234840542,347
12.393234315477564,348
12.394320032042044,349
12.399109891349562,350
12.416933362388974,351
12.439888945604327,352
12.445506615230162,353
12.45138309930263,354
12.473858198635149,355
12.481795704593736,356
12.482095525855899,357
12.50399082956064,358
12.506554564166056,359
12.514299790254894,360
12.515926328273215,361
12.516236183904446,362
12.519591339263116,363
12.53322594599419,364
12.53615139004523,365
12.538388207971412,366
12.540540080899977,367
12.547055731974844,368
